Timestamp,ApplicationTeam,LogLevel,Message
2025-05-13 03:10:59,TeamH,ERROR,Unhandled exception occurred
2025-05-12 15:58:02,TeamH,INFO,Scheduled job completed
2025-05-12 22:29:54,TeamH,ERROR,Database connection failed
2025-05-12 21:56:49,TeamH,WARNING,Configuration mismatch found
2025-05-12 16:32:33,TeamH,ERROR,Authentication failed
2025-05-12 08:51:03,TeamH,INFO,Application started successfully
2025-05-13 05:37:44,TeamH,INFO,Service is running
2025-05-13 02:07:28,TeamH,ERROR,Service unavailable
2025-05-12 19:01:15,TeamH,WARNING,High memory usage detected
2025-05-12 20:23:13,TeamH,WARNING,Response time above threshold
2025-05-13 07:39:36,TeamH,WARNING,Disk space nearing limit
2025-05-13 03:21:44,TeamH,WARNING,Disk space nearing limit
2025-05-13 06:36:13,TeamH,INFO,Heartbeat received
2025-05-12 16:34:30,TeamH,ERROR,Database connection failed
2025-05-12 16:31:52,TeamH,WARNING,Disk space nearing limit
2025-05-12 13:00:29,TeamH,WARNING,High memory usage detected
2025-05-12 18:34:43,TeamH,INFO,User login succeeded
2025-05-12 15:06:28,TeamH,INFO,Heartbeat received
2025-05-12 18:49:53,TeamH,ERROR,Authentication failed
2025-05-12 12:14:10,TeamH,WARNING,Response time above threshold
2025-05-12 20:14:19,TeamH,INFO,User login succeeded
2025-05-13 02:03:42,TeamH,INFO,Heartbeat received
2025-05-12 19:08:02,TeamH,WARNING,High memory usage detected
