Timestamp,ApplicationTeam,LogLevel,Message
2025-05-12 13:14:54,TeamA,ERROR,Unhandled exception occurred
2025-05-12 21:32:21,TeamA,WARNING,High memory usage detected
2025-05-12 21:00:58,TeamA,WARNING,Retrying failed operation
2025-05-12 08:53:15,TeamA,WARNING,Configuration mismatch found
2025-05-13 07:43:06,TeamA,ERROR,Timeout while calling external API
2025-05-12 12:55:55,TeamA,INFO,Service is running
2025-05-13 02:47:35,TeamA,ERROR,Database connection failed
2025-05-13 04:58:49,TeamA,ERROR,Database connection failed
2025-05-12 22:32:07,TeamA,INFO,User login succeeded
2025-05-12 18:31:11,TeamA,INFO,Service is running
2025-05-13 06:30:09,TeamA,ERROR,Database connection failed
2025-05-12 20:22:05,TeamA,WARNING,Disk space nearing limit
2025-05-12 15:02:46,TeamA,INFO,Application started successfully
2025-05-13 05:36:48,TeamA,ERROR,Unhandled exception occurred
2025-05-12 08:07:22,TeamA,WARNING,Configuration mismatch found
2025-05-13 02:18:52,TeamA,INFO,Service is running
2025-05-12 13:29:15,TeamA,INFO,User login succeeded
2025-05-13 07:02:24,TeamA,ERROR,Database connection failed
2025-05-12 13:36:51,TeamA,INFO,Service is running
2025-05-13 01:29:06,TeamA,ERROR,Timeout while calling external API
2025-05-12 20:09:11,TeamA,ERROR,Timeout while calling external API
2025-05-12 08:36:10,TeamA,INFO,User login succeeded
2025-05-13 04:34:06,TeamA,WARNING,Retrying failed operation
2025-05-12 21:58:13,TeamA,WARNING,Disk space nearing limit
2025-05-13 03:46:03,TeamA,WARNING,Configuration mismatch found
2025-05-13 01:58:53,TeamA,INFO,User login succeeded
2025-05-12 16:31:33,TeamA,ERROR,Authentication failed
2025-05-13 06:57:31,TeamA,INFO,Application started successfully
2025-05-13 07:46:35,TeamA,WARNING,High memory usage detected
2025-05-12 10:37:50,TeamA,INFO,Scheduled job completed
2025-05-12 16:48:08,TeamA,ERROR,Timeout while calling external API
2025-05-12 21:23:00,TeamA,WARNING,Configuration mismatch found
2025-05-12 10:40:31,TeamA,INFO,Heartbeat received
2025-05-13 02:55:57,TeamA,ERROR,Timeout while calling external API
2025-05-12 15:59:34,TeamA,WARNING,Configuration mismatch found
2025-05-12 09:26:08,TeamA,INFO,Application started successfully
2025-05-13 03:17:25,TeamA,WARNING,Disk space nearing limit
